,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,5.13373666935865,3.6219997448430643,5.384454168043989,5.707885497219172,6.280305575468062,2.3280881491229963,2.618536619301976,3.0402601084510525,2.917118577305568,2.885103935174208,4.450445310105083,4.574721880555752,6.441058188263902,3.674593026050918,3.6920842351250545,3.772236439144638,3.958781500153013,1.78937775116331,1.8368737728874127,4.017970327466645,3.5453113039562405,0.03819000623521185,1.0,-0.31924450397491455,1.0,-0.31924450397491455,0.3403777480125427,0.0,3.804488379174095,3.6221046072415315,5.3806673562962795,5.718921127387325,2.3614163060746223,2.2466216576742704,2.6068159853476716,2.953938374693249,2.843309941110587,2.7944513314656954,4.378958179827266,4.401609772197435,6.347718729797955,3.613752716432246,3.6256013180588327,3.7137206892482904,3.900194658042644,1.6698318836262895,1.692296271091339,3.983667457245229,3.485459242648456,0.020072320742426486,1.0,-0.31924450397491455
1,1.510686888266975,1.3036770068559138,0.8368855131232829,0.6395662953468862,0.5254220713362289,0.4474548371630237,0.40122828769595253,0.3793536125885086,0.38032779382896176,3.6253340851665885,3.1161623042338578,1.9599075920248323,2.618366030260333,2.2422905335800385,4.434742035811128,5.055503587092297,6.043198167635602,1.976433326360475,2.0588677550667374,2.3836343311819883,0.7931361269958501,0.1376661579436076,0.8004410862922668,0.0,0.7785640954971313,-0.07863013446331024,0.03489085339583514,0.0,1.5060362402331042,1.2977179563309809,0.8423221533197996,0.6357590810419382,0.5243901034726635,0.45312404394667427,0.406471542061774,0.3698477457578492,0.3888867809227868,3.6234650659001146,3.103237151836576,1.9577112531798915,2.6036490394498157,2.2528218982129733,4.4378715375905875,5.044142391209379,6.046067311061698,1.975713314192836,2.052618307609208,2.3821011391132836,0.7308780066098908,0.14615285275430723,0.7785640954971313,-0.07863013446331024
2,3.586804106362773,3.6032715121062244,5.37020690984197,5.706035634428525,2.1420665505492753,2.169967310499485,2.6102535498136326,2.796691081824709,2.681327493631405,2.6371859980838868,4.212179817966738,4.250661315144002,6.187961972194971,3.475815547600956,3.502905877559144,3.5878094940698912,3.7526618643703173,1.46120733773055,1.4501423171942218,3.9874413237053474,3.2677475814832784,-0.05366391694903916,1.0,-0.5270273685455322,1.0,-0.5871970057487488,0.2064014971256256,0.0,3.5834223381563723,3.599197647902582,5.368698835744244,5.708077352589609,2.0876124931183244,2.1783300985674963,2.598237448264976,2.7122830656027506,2.600386354956935,2.5637525720774073,4.139047809294039,4.248034680955479,6.096510880306224,3.414518027617149,3.431184041896946,3.514918865945137,3.6859721692969907,1.3807591662605478,1.3432365827717732,1.449383421704189,3.208157332329524,-0.08715679596566406,1.0,-0.5871970057487488
3,1.9499580257685716,5.225711474648192,5.3958106805653685,4.225198874450493,4.403932948660657,7.177856595536743,5.072864282795117,3.6559756634361267,4.528899701977416,4.45408710055748,6.015900939242283,6.11994030464717,5.050871662499619,5.016006149202297,3.01180887951737,3.023619390458853,4.479067548084389,4.5365231070311065,2.611848430085474,2.5668273283269434,3.9580994825604345,0.08003571597778625,0.0,-0.0,0.0,-0.0,0.0,0.0,3.0362833396720235,3.0537256812675615,3.1311412723304817,3.2836479456278163,3.009013047665975,3.0234246572592784,4.726233783651867,4.499906268070968,5.269661148566294,7.250659156928016,5.657071248424611,7.23820103974428,3.7843944466963357,3.964947308421699,3.335049610018102,3.130246838326304,6.387172519623191,4.08349595132202,3.8415778783863197,2.460281666944651,3.958102394823323,0.08003555158783038,0.0,-0.0
4,3.0325670314908337,3.0414881670080742,3.130708810527948,3.2955870405376486,4.518924882245725,2.6034198526609966,2.6156333538581658,4.51248712438099,5.266614437003065,7.251338251219549,5.656499003758389,7.248166409988613,3.7897869232738377,3.9559138969108494,3.3349632795045303,3.135076633422925,6.3779907017619655,4.0969569743024685,3.845694771793736,2.468133895689993,3.9581737228630485,0.08013151144494546,0.0,-0.0,0.0,-0.0,0.0,0.0,5.154036833799821,5.2153124942853,3.9097745093158673,4.0170405583156334,6.312959754980552,4.832730651738022,3.116304778502843,3.411771013584183,3.897865269533037,3.837138192896027,5.413924238507662,5.456920993704506,4.518334447585705,4.488514480155263,4.510151134179421,2.6084886229284954,2.6110942092374603,4.2348644247703024,5.610007907571698,2.579820739708347,3.9581766340084825,0.08013134635593189,0.0,-0.0
5,3.549806584791016,5.173820925369536,1.7385243060351863,1.7307626852684412,1.8924329823251385,2.1541835564805893,2.1879326652524167,2.040606269968316,1.9470202816245215,1.9266899815228062,3.507082034640969,3.5435379560488784,3.673796247370943,5.781982753725097,2.909343225695869,2.97092773407218,3.1028553669865646,3.3503163151541124,3.743918405571664,3.997990912462814,2.46660305697605,-0.034112595054865524,-0.0,0.0,-0.0,0.0,-0.2876873173651417,0.0,3.1030466036409217,3.8685155427555813,3.888090653363233,5.989316864516484,3.5480580660839522,3.267403346624453,3.5773453294898485,6.005647421026782,0.44365908238435453,0.4246253652697166,0.43301270301986755,0.43601697118302213,0.4354651986131769,2.398787874014381,2.6606863232740676,2.5880606453763204,2.350104741645656,2.2192359929075773,5.434254762344316,3.6594362825288687,2.426971965063851,-0.015523789841623836,-0.0,0.0
6,3.114215815071955,3.9434542456107216,3.982470358067335,4.256321235455287,3.615578680078239,3.426015819287215,0.67790904623099,0.6324403691286137,0.6250036911765364,0.6333734015037259,5.931660190085929,2.5234947405713166,2.5437697356331146,2.7682413505047414,2.783368128220117,2.4793021594766964,2.299750645848833,5.532001064847931,3.6796604153664365,3.670615539960493,2.618160882153438,-0.07705499026193463,0.920748233795166,0.19344398379325867,0.6145351529121399,0.1414661407470703,0.011157201178845388,0.0,3.1137746876262753,3.919070831998845,3.9716303858498825,4.226808019961088,3.5641867181975053,3.368909536343595,0.643262375386922,0.5905216306787954,0.5542271831117872,0.5492453901926212,0.5643070774909547,5.966091522980731,2.4368703657387236,2.6065531190087126,2.8330830761609764,2.505485882680271,2.295011272525004,2.265443392726677,5.391990959736424,3.664116002806233,2.5649423022506768,-0.06543607124767714,0.6145351529121399,0.1414661407470703
7,3.0176770806269664,3.0580232201064335,3.188986124175052,4.2234931113511545,6.4838588891986015,4.341732620412853,1.592213371530961,1.5536186143181334,1.701720907598497,5.140663045434205,5.143013865529506,3.2968309420159403,3.3042649298822586,3.546968298029033,3.071002339264771,2.8020696817439514,6.12110945021679,3.945152680120387,3.9468861684411136,3.7741072437165877,3.4455463740291563,0.007825614767811073,1.0,-0.31924450397491455,1.0,-0.4067201614379883,0.29663991928100586,0.0,3.02599765394916,3.0711191409475425,3.209481660510197,4.178542569897312,4.732353698911159,4.147544866865039,1.4644489204631161,1.4394572628768354,6.685646817851887,5.047845179841594,5.065061019779806,3.2160436747254537,3.2315404585336904,3.494139123813772,2.991880940815562,2.745946560174306,6.023991220712351,3.8988800188585855,4.392303246399211,3.74605247821447,3.3266100723943666,-0.03245346564608953,1.0,-0.4067201614379883
8,5.150207491138609,5.209640136658805,3.8284373033535473,4.0070595678844425,6.298488523385996,4.527738003326985,2.9052622319417405,3.4058276833437997,3.6478341172785615,3.6010657105027772,5.191043683277626,5.39175152957046,4.325006681096958,4.294913359103121,4.307357166911838,2.6238390137258367,2.450596329342456,4.186818672947041,4.160917943591472,5.535429408358928,3.9581882786352245,0.08013068590829486,0.0,-0.0,0.0,-0.0,0.0,0.0,5.148001018950294,5.206148162097573,3.807482059711795,5.738181648255316,6.2934253738447925,4.430548978711014,2.8417204582732705,3.400540249903932,3.580321729772875,3.524225675118856,5.104582758743744,5.214165842000551,4.230107147309772,4.229228216925172,4.234406789932703,4.332967840852922,2.4099766289836166,4.181808677674791,4.1349058673217005,5.523397863282848,3.958191189803189,0.08013052077347438,0.0,-0.0
9,3.559667543231613,5.165350988783109,5.358825767206922,1.8461231534020757,1.9070287510195083,2.167453323123938,2.450165198017166,2.2813095439238293,2.189310047517321,2.1589029273268934,3.736425892756648,3.8934639766324515,3.887308017599395,6.045748210249214,3.076009234864222,3.1749421167826486,3.315988444194033,3.5834907635262576,0.8521624517731682,0.7833229543632941,2.713365973506996,-0.09735541323414565,0.986379086971283,0.21255820989608765,0.920748233795166,0.19344398379325867,0.1761539705892219,0.0,3.114215815071955,3.9434542456107216,3.982470358067335,4.256321235455287,3.615578680078239,3.426015819287215,0.67790904623099,0.6324403691286137,0.6250036911765364,0.6333734015037259,5.931660190085929,2.5234947405713166,2.5437697356331146,2.7682413505047414,2.783368128220117,2.4793021594766964,2.299750645848833,5.532001064847931,3.6796604153664365,3.670615539960493,2.618160882153438,-0.07705499026193463,0.920748233795166,0.19344398379325867
