,0
0,13.49399
1,8.487394
2,4.6412497
3,5.098063
4,3.111996
5,3.1059518
6,2.7576342
7,3.6602492
8,2.772058
9,6.16557
10,2.9932647
11,2.2213452
12,3.0722413
13,3.3739898
14,2.1856103
15,3.1299064
16,3.2211204
17,2.1044812
18,2.7411568
19,3.8744595
20,1.1410286
21,2.3800807
22,0.28194427
23,1.0790026
24,1.4670436
25,0.9751503
26,2.3408127
27,3.9959679
28,5.649947
29,3.7093453
30,3.2999928
31,5.674455
32,1.8052536
33,1.4090623
34,2.3569522
